FILE_ID,LOAD_TIMESTAMP,ENTRY_NUMBER,ENTRY_DATE,LINE_NO,PART_NO,HTS,COUNTRY_OF_ORIGIN,VALUE,DUTY,ANTIDUMPING,COUNTERVAILING
EXP_00004200,2026-03-09 13:02:52,108-1856325-3,10/25/2025,8,TEST43155,8414.59.20.00,India,3237.17,0.0,NO,NO
EXP_00004201,2026-03-09 13:02:52,108-1856325-3,10/25/2025,9,BEARING SET,8537.10.18.00,Mexico,3908.68,586.3,NO,NO
EXP_00004202,2026-03-09 13:02:52,108-1856325-3,10/25/2025,10,CONNECTING ROD,8302.41.60.30,China,55.47,8.32,YES,YES
EXP_00004203,2026-03-09 13:02:52,240-1170734-1,10/24/2025,1,54-189391,8421.23.00.00,United States,545.73,0.0,NO,NO
EXP_00004204,2026-03-09 13:02:52,221-5849775-6,10/04/2025,1,90-495172,8301.60.00.95,Mexico,188.72,9.44,NO,NO
EXP_00004205,2026-03-09 13:02:52,221-5849775-6,10/04/2025,2,28-950679,8301.40.90.00,India,1955.55,0.0,NO,NO
EXP_00004206,2026-03-09 13:02:52,221-5849775-6,10/04/2025,3,UNKNOWN-PART-555,8708.80.90.21,India,106.41,0.0,NO,NO
EXP_00004207,2026-03-09 13:02:52,221-5849775-6,10/04/2025,4,FUEL FILTER ASSY,8511.10.00.00,United States,6468.52,0.0,NO,NO
EXP_00004208,2026-03-09 13:02:52,221-5849775-6,10/04/2025,5,SO14246,8511.50.90.00,India,255.15,38.27,NO,NO
EXP_00004209,2026-03-09 13:02:52,221-5849775-6,10/04/2025,6,25-727718,8482.10.10.50,China,4683.52,351.26,YES,YES
EXP_00004210,2026-03-09 13:02:52,221-5849775-6,10/04/2025,7,XX485067,8538.90.10.00,Mexico,40743.31,0.0,YES,YES
EXP_00004211,2026-03-09 13:02:52,897-8215748-1,01/19/2026,1,E469035,8302.42.30.65,United States,4730.07,0.0,NO,NO
EXP_00004212,2026-03-09 13:02:52,202-5062881-6,11/03/2025,1,STARTER MOTOR,8483.90.90.10,United States,76860.44,0.0,NO,NO
EXP_00004213,2026-03-09 13:02:52,202-5062881-6,11/03/2025,2,54-484754,8537.10.18.00,United States,5753.32,0.0,NO,NO
EXP_00004214,2026-03-09 13:02:52,202-5062881-6,11/03/2025,3,SO62154,8411.81.00.00,Mexico,2058.5,102.93,NO,NO
EXP_00004215,2026-03-09 13:02:52,202-5062881-6,11/03/2025,4,E319288,8482.10.10.50,United States,511.96,0.0,NO,NO
EXP_00004216,2026-03-09 13:02:52,202-5062881-6,11/03/2025,5,E151792,8302.41.60.30,Mexico,673.79,33.69,YES,
EXP_00004217,2026-03-09 13:02:52,202-5062881-6,11/03/2025,6,INJECTOR NOZZLE,9999.99.99.99,Mexico,91745.17,2293.63,,YES
EXP_00004218,2026-03-09 13:02:52,202-5062881-6,11/03/2025,7,SO77406,8408.20.10.97,Mexico,705.18,0.0,NO,NO
EXP_00004219,2026-03-09 13:02:52,202-5062881-6,11/03/2025,8,E888138,8411.99.00.00,China,201784.84,30267.73,NO,YES
EXP_00004220,2026-03-09 13:02:52,202-5062881-6,11/03/2025,9,SO73557,8302.49.80.90,Mexico,421.7,105.42,NO,NO
EXP_00004221,2026-03-09 13:02:52,190-8998057-2,02/13/2026,1,OIL COOLER,8511.50.90.00,China,374.96,9.37,NO,NO
EXP_00004222,2026-03-09 13:02:52,190-8998057-2,02/13/2026,2,E838386,8484.20.00.00,United States,242.95,0.0,NO,NO
EXP_00004223,2026-03-09 13:02:52,190-8998057-2,02/13/2026,3,25-738802,6368.46.95.47,India,140.14,3.5,NO,NO
EXP_00004224,2026-03-09 13:02:52,190-8998057-2,02/13/2026,4,INVALID-1112,8544.30.00.00,China,99838.3,0.0,NO,NO
EXP_00004225,2026-03-09 13:02:52,190-8998057-2,02/13/2026,5,CAMSHAFT ASSY,9999.99.99.99,India,5499.88,549.99,,
EXP_00004226,2026-03-09 13:02:52,190-8998057-2,02/13/2026,6,75-283811,8501.10.10.00,United States,1710.08,0.0,NO,NO
EXP_00004227,2026-03-09 13:02:52,190-8998057-2,02/13/2026,7,SO83793,8484.10.00.90,China,272.42,68.1,NO,NO
EXP_00004228,2026-03-09 13:02:52,190-8998057-2,02/13/2026,8,29-705180,8483.10.10.10,Mexico,428.12,21.41,NO,NO
EXP_00004229,2026-03-09 13:02:52,190-8998057-2,02/13/2026,9,SO35606,8409.91.99.90,China,672.65,0.0,NO,NO
EXP_00004230,2026-03-09 13:02:52,190-8998057-2,02/13/2026,10,98-822242,8501.32.00.00,Mexico,9994.24,2498.56,NO,NO
EXP_00004231,2026-03-09 13:02:52,190-8998057-2,02/13/2026,11,E441691,8537.10.18.00,China,413.84,0.0,NO,NO
EXP_00004232,2026-03-09 13:02:52,190-8998057-2,02/13/2026,12,11-386175,8411.81.00.00,Mexico,50.63,1.27,NO,NO
EXP_00004233,2026-03-09 13:02:52,190-8998057-2,02/13/2026,13,SO15155,8484.10.00.41,China,740.94,111.14,,
EXP_00004234,2026-03-09 13:02:52,190-8998057-2,02/13/2026,14,34-454877,8481.80.25.00,Mexico,110464.28,5523.21,NO,NO
EXP_00004235,2026-03-09 13:02:52,190-8998057-2,02/13/2026,15,E160494,8501.10.10.53,India,91449.81,9144.98,NO,NO
EXP_00004236,2026-03-09 13:02:52,537-7974206-1,02/23/2026,1,INVALID-8956,8483.40.20.00,Mexico,914.58,0.0,NO,NO
EXP_00004237,2026-03-09 13:02:52,537-7974206-1,02/23/2026,2,SO30330,8413.30.20.00,India,154.23,0.0,NO,NO
EXP_00004238,2026-03-09 13:02:52,537-7974206-1,02/23/2026,3,E934648,8483.90.90.10,India,5008.24,751.24,NO,YES
EXP_00004239,2026-03-09 13:02:52,537-7974206-1,02/23/2026,4,SO63253,9327.97.34.20,United States,89.82,0.0,NO,
EXP_00004240,2026-03-09 13:02:52,537-7974206-1,02/23/2026,5,SO10456,8511.40.00.40,China,98968.24,9896.82,NO,NO
EXP_00004241,2026-03-09 13:02:52,537-7974206-1,02/23/2026,6,SO43476,8408.20.90.20,Mexico,602.21,0.0,NO,NO
EXP_00004242,2026-03-09 13:02:52,537-7974206-1,02/23/2026,7,INVALID-3912,8411.99.00.00,China,950.86,23.77,NO,NO
EXP_00004243,2026-03-09 13:02:52,537-7974206-1,02/23/2026,8,SO91777,8302.41.60.30,United States,200.46,0.0,NO,NO
EXP_00004244,2026-03-09 13:02:52,410-2994509-6,12/21/2025,1,14-355308,9999.99.99.99,Mexico,98950.54,0.0,NO,NO
EXP_00004245,2026-03-09 13:02:52,410-2994509-6,12/21/2025,2,GASKET KIT,8536.50.90.00,China,94.9,0.0,YES,NO
EXP_00004246,2026-03-09 13:02:52,410-2994509-6,12/21/2025,3,E503447,8408.20.10.00,Mexico,259915.78,6497.89,NO,NO
EXP_00004247,2026-03-09 13:02:52,410-2994509-6,12/21/2025,4,77-311336,8414.30.10.00,India,598.35,14.96,NO,NO
EXP_00004248,2026-03-09 13:02:52,410-2994509-6,12/21/2025,5,E515322,8537.10.18.55,China,9784.05,978.4,YES,NO
EXP_00004249,2026-03-09 13:02:52,410-2994509-6,12/21/2025,6,CAMSHAFT ASSY,8421.23.00.00,Mexico,98843.09,9884.31,NO,NO
EXP_00004250,2026-03-09 13:02:52,514-4196605-7,01/19/2026,1,19-552447,8538.90.10.00,Mexico,24664.24,3699.64,NO,NO
EXP_00004251,2026-03-09 13:02:52,514-4196605-7,01/19/2026,2,E586247,8544.30.00.00,China,905.48,90.55,NO,YES
EXP_00004252,2026-03-09 13:02:52,514-4196605-7,01/19/2026,3,STARTER MOTOR,8483.10.10.10,United States,982.99,0.0,NO,NO
EXP_00004253,2026-03-09 13:02:52,514-4196605-7,01/19/2026,4,UNKNOWN-PART-617,8414.59.20.00,China,3725.51,93.14,NO,NO
EXP_00004254,2026-03-09 13:02:52,514-4196605-7,01/19/2026,5,SO76881,8544.30.00.00,India,536.62,0.0,NO,NO
EXP_00004255,2026-03-09 13:02:52,514-4196605-7,01/19/2026,6,58-296424,8408.20.90.90,China,609.46,0.0,NO,NO
EXP_00004256,2026-03-09 13:02:52,514-4196605-7,01/19/2026,7,57-922997,8409.91.99.90,China,96724.88,7254.37,YES,NO
EXP_00004257,2026-03-09 13:02:52,811-7390437-7,11/17/2025,1,SO81810,8536.50.10.00,China,4036.61,201.83,NO,YES
EXP_00004258,2026-03-09 13:02:52,811-7390437-7,11/17/2025,2,E360124,8483.30.10.00,Mexico,317.44,7.94,NO,NO
EXP_00004259,2026-03-09 13:02:52,811-7390437-7,11/17/2025,3,88-937696,8501.32.00.00,China,313.57,7.84,NO,NO
EXP_00004260,2026-03-09 13:02:52,811-7390437-7,11/17/2025,4,28-842453,8409.91.99.90,China,135.15,10.14,NO,NO
EXP_00004261,2026-03-09 13:02:52,811-7390437-7,11/17/2025,5,53-426568,8302.49.80.90,United States,311.78,0.0,NO,NO
EXP_00004262,2026-03-09 13:02:52,811-7390437-7,11/17/2025,6,95-157800,8302.49.80.90,Mexico,8635.85,215.9,NO,NO
EXP_00004263,2026-03-09 13:02:52,811-7390437-7,11/17/2025,7,SO15817,8415.81.00.10,Mexico,257.31,6.43,NO,NO
EXP_00004264,2026-03-09 13:02:52,811-7390437-7,11/17/2025,8,UNKNOWN-PART-567,8708.70.90.00,India,6911.45,0.0,NO,NO
EXP_00004265,2026-03-09 13:02:52,811-7390437-7,11/17/2025,9,93-980785,8408.20.10.00,China,6739.1,0.0,NO,NO
EXP_00004266,2026-03-09 13:02:52,302-5304056-1,10/04/2025,1,E965479,8501.32.00.00,United States,6938.45,0.0,NO,NO
EXP_00004267,2026-03-09 13:02:52,302-5304056-1,10/04/2025,2,E281254,8301.60.00.00,India,1083.69,108.37,NO,NO
EXP_00004268,2026-03-09 13:02:52,302-5304056-1,10/04/2025,3,XX642022,8409.91.99.85,United States,2310.99,0.0,NO,NO
EXP_00004269,2026-03-09 13:02:52,302-5304056-1,10/04/2025,4,E970417,8538.90.10.00,China,17590.34,1319.28,NO,NO
EXP_00004270,2026-03-09 13:02:52,302-5304056-1,10/04/2025,5,SO48861,8413.30.20.00,China,347.47,8.69,YES,NO
EXP_00004271,2026-03-09 13:02:52,302-5304056-1,10/04/2025,6,SO41601,8708.30.21.00,China,185.65,18.57,NO,YES
EXP_00004272,2026-03-09 13:02:52,302-5304056-1,10/04/2025,7,E342135,8501.10.10.00,Mexico,6304.34,315.22,NO,NO
EXP_00004273,2026-03-09 13:02:52,302-5304056-1,10/04/2025,8,E854405,8537.10.18.00,China,9559.95,478.0,NO,NO
EXP_00004274,2026-03-09 13:02:52,302-5304056-1,10/04/2025,9,43-273400,8408.20.90.20,China,1844.09,184.41,NO,NO
EXP_00004275,2026-03-09 13:02:52,302-5304056-1,10/04/2025,10,E227735,8421.23.00.00,China,1345.06,100.88,NO,NO
EXP_00004276,2026-03-09 13:02:52,797-5749622-6,02/21/2026,1,SO88439,8511.10.00.00,United States,4384.26,0.0,NO,NO
EXP_00004277,2026-03-09 13:02:52,368-7757653-8,01/26/2026,1,E809795,8413.30.90.10,China,1661.25,83.06,YES,NO
EXP_00004278,2026-03-09 13:02:52,368-7757653-8,01/26/2026,2,77-272334,8501.32.00.00,China,362.91,0.0,NO,YES
EXP_00004279,2026-03-09 13:02:52,368-7757653-8,01/26/2026,3,PISTON RING SET,8411.81.00.00,United States,527.61,0.0,,
EXP_00004280,2026-03-09 13:02:52,368-7757653-8,01/26/2026,4,22-802662,8484.10.00.90,United States,424.01,0.0,NO,NO
EXP_00004281,2026-03-09 13:02:52,368-7757653-8,01/26/2026,5,83-557764,8421.23.00.43,India,924.49,138.67,NO,NO
EXP_00004282,2026-03-09 13:02:52,368-7757653-8,01/26/2026,6,INVALID-2407,8421.23.00.00,China,940.87,47.04,YES,NO
EXP_00004283,2026-03-09 13:02:52,368-7757653-8,01/26/2026,7,FLYWHEEL ASSY,8708.30.21.00,Mexico,199.84,9.99,NO,NO
EXP_00004284,2026-03-09 13:02:52,523-1721048-2,10/07/2025,1,E447367,8708.95.90.00,Mexico,3474.98,0.0,NO,NO
EXP_00004285,2026-03-09 13:02:52,523-1721048-2,10/07/2025,2,SO52895,8536.50.10.00,Mexico,5483.26,137.08,NO,NO
EXP_00004286,2026-03-09 13:02:52,523-1721048-2,10/07/2025,3,E373618,8503.00.10.00,China,62492.96,4686.97,NO,NO
EXP_00004287,2026-03-09 13:02:52,523-1721048-2,10/07/2025,4,SO60181,9999.99.99.99,Mexico,20232.39,3034.86,NO,NO
EXP_00004288,2026-03-09 13:02:52,745-6960625-2,12/30/2025,1,E934018,9999.99.99.99,Mexico,887.89,88.79,NO,NO
EXP_00004289,2026-03-09 13:02:52,745-6960625-2,12/30/2025,2,E305160,8511.50.90.00,India,10820.78,1623.12,NO,NO
EXP_00004290,2026-03-09 13:02:52,745-6960625-2,12/30/2025,3,CAMSHAFT ASSY,8409.91.10.00,China,5132.38,128.31,NO,NO
EXP_00004291,2026-03-09 13:02:52,745-6960625-2,12/30/2025,4,SO16411,8414.59.20.00,China,4631.52,0.0,NO,NO
EXP_00004292,2026-03-09 13:02:52,961-6909915-5,10/27/2025,1,E173034,9999.99.99.99,Mexico,85.45,21.36,NO,NO
EXP_00004293,2026-03-09 13:02:52,961-6909915-5,10/27/2025,2,73-896275,8482.10.10.50,China,674.0,67.4,NO,NO
EXP_00004294,2026-03-09 13:02:52,961-6909915-5,10/27/2025,3,E458497,8544.30.00.46,China,8355.53,835.55,YES,NO
EXP_00004295,2026-03-09 13:02:52,961-6909915-5,10/27/2025,4,E331619,9999.99.99.99,India,81082.17,4054.11,NO,NO
EXP_00004296,2026-03-09 13:02:52,961-6909915-5,10/27/2025,5,17-252085,9999.99.99.99,China,86.0,8.6,YES,NO
EXP_00004297,2026-03-09 13:02:52,961-6909915-5,10/27/2025,6,BEARING SET,8708.99.15.00,Mexico,63.29,4.75,NO,NO
EXP_00004298,2026-03-09 13:02:52,961-6909915-5,10/27/2025,7,CAMSHAFT ASSY,8511.40.00.00,China,79968.48,1999.21,NO,YES
EXP_00004299,2026-03-09 13:02:52,961-6909915-5,10/27/2025,8,E460855,8302.41.60.22,China,632.77,15.82,YES,NO
EXP_00004300,2026-03-09 13:02:52,756-9086030-3,12/11/2025,1,E509933,8708.99.91.90,India,31573.22,1578.66,NO,YES
EXP_00004301,2026-03-09 13:02:52,756-9086030-3,12/11/2025,2,CRANKSHAFT,8511.30.90.51,Mexico,111.0,8.32,NO,NO
EXP_00004302,2026-03-09 13:02:52,756-9086030-3,12/11/2025,3,SO69794,8301.60.00.00,India,650.78,97.62,NO,NO
EXP_00004303,2026-03-09 13:02:52,756-9086030-3,12/11/2025,4,TEST57648,8411.81.00.00,China,454.67,22.73,NO,NO
EXP_00004304,2026-03-09 13:02:52,756-9086030-3,12/11/2025,5,SO32498,8302.49.80.90,India,392.69,9.82,NO,YES
EXP_00004305,2026-03-09 13:02:52,756-9086030-3,12/11/2025,6,E842834,8302.42.30.65,Mexico,140.04,0.0,NO,NO
EXP_00004306,2026-03-09 13:02:52,756-9086030-3,12/11/2025,7,SO32329,8708.99.91.90,China,678.66,33.93,NO,YES
EXP_00004307,2026-03-09 13:02:52,756-9086030-3,12/11/2025,8,SO48167,8413.30.20.00,China,32112.04,1605.6,NO,NO
EXP_00004308,2026-03-09 13:02:52,756-9086030-3,12/11/2025,9,E895597,8408.20.10.00,Mexico,914.57,22.86,NO,NO
EXP_00004309,2026-03-09 13:02:52,756-9086030-3,12/11/2025,10,CYLINDER HEAD,8413.30.90.10,Mexico,6524.47,652.45,NO,
EXP_00004310,2026-03-09 13:02:52,756-9086030-3,12/11/2025,11,E396853,8484.10.00.90,India,884.71,66.35,NO,NO
EXP_00004311,2026-03-09 13:02:52,756-9086030-3,12/11/2025,12,28-323110,9999.99.99.99,China,475.18,23.76,YES,NO
EXP_00004312,2026-03-09 13:02:52,756-9086030-3,12/11/2025,13,SO30267,8708.30.21.60,China,6886.23,172.16,YES,NO
EXP_00004313,2026-03-09 13:02:52,756-9086030-3,12/11/2025,14,95-632467,8484.10.00.90,Mexico,931.88,139.78,NO,NO
EXP_00004314,2026-03-09 13:02:52,758-4065574-1,03/20/2026,1,21-795401,8301.40.90.00,China,134.98,20.25,NO,YES
EXP_00004315,2026-03-09 13:02:52,758-4065574-1,03/20/2026,2,58-712877,8708.80.90.98,India,81723.3,6129.25,NO,NO
EXP_00004316,2026-03-09 13:02:52,758-4065574-1,03/20/2026,3,FUEL FILTER ASSY,8501.10.10.00,India,282796.87,0.0,NO,NO
EXP_00004317,2026-03-09 13:02:52,758-4065574-1,03/20/2026,4,TEST41658,8511.30.90.00,China,6037.86,452.84,NO,YES
EXP_00004318,2026-03-09 13:02:52,758-4065574-1,03/20/2026,5,E596257,9999.99.99.99,Mexico,322.67,0.0,NO,NO
EXP_00004319,2026-03-09 13:02:52,758-4065574-1,03/20/2026,6,E571812,8503.00.95.80,United States,50633.02,0.0,NO,NO
EXP_00004320,2026-03-09 13:02:52,758-4065574-1,03/20/2026,7,19-314570,8409.91.10.00,India,7582.23,189.56,NO,NO
EXP_00004321,2026-03-09 13:02:52,758-4065574-1,03/20/2026,8,90-297908,8708.99.91.90,Mexico,8892.82,889.28,NO,NO
EXP_00004322,2026-03-09 13:02:52,758-4065574-1,03/20/2026,9,SO28501,8501.10.10.00,Mexico,4080.06,102.0,NO,NO
EXP_00004323,2026-03-09 13:02:52,421-9137006-8,12/13/2025,1,SO83381,8421.31.00.00,United States,940.55,0.0,NO,NO
EXP_00004324,2026-03-09 13:02:52,421-9137006-8,12/13/2025,2,60-856331,8408.20.90.20,India,855.43,85.54,,YES
EXP_00004325,2026-03-09 13:02:52,421-9137006-8,12/13/2025,3,GASKET KIT,8708.30.90.10,India,3006.78,150.34,NO,YES
EXP_00004326,2026-03-09 13:02:52,421-9137006-8,12/13/2025,4,43-461230,8483.30.10.00,United States,325.89,0.0,NO,NO
EXP_00004327,2026-03-09 13:02:52,421-9137006-8,12/13/2025,5,58-800495,8501.32.00.00,China,950.16,95.02,NO,NO
EXP_00004328,2026-03-09 13:02:52,421-9137006-8,12/13/2025,6,SO30788,8414.80.22.00,Mexico,2389.16,119.46,NO,NO
EXP_00004329,2026-03-09 13:02:52,421-9137006-8,12/13/2025,7,22-900221,8544.30.00.00,China,1448.77,108.66,NO,NO
EXP_00004330,2026-03-09 13:02:52,421-9137006-8,12/13/2025,8,E922335,2768.44.76.20,India,1093.54,54.68,NO,NO
EXP_00004331,2026-03-09 13:02:52,475-1013188-4,12/20/2025,1,E678696,8408.20.10.70,Mexico,278.7,27.87,NO,NO
EXP_00004332,2026-03-09 13:02:52,475-1013188-4,12/20/2025,2,E253479,8413.30.20.00,Mexico,128.59,19.29,NO,NO
EXP_00004333,2026-03-09 13:02:52,475-1013188-4,12/20/2025,3,SO25035,8708.30.90.10,Mexico,938.86,70.41,NO,NO
EXP_00004334,2026-03-09 13:02:52,896-8031508-6,11/01/2025,1,75-784823,8301.60.00.00,India,8597.48,2149.37,NO,NO
EXP_00004335,2026-03-09 13:02:52,990-1404672-6,11/15/2025,1,55-970340,8484.20.00.00,Mexico,8250.12,0.0,NO,NO
EXP_00004336,2026-03-09 13:02:52,990-1404672-6,11/15/2025,2,E837008,8536.50.90.00,India,858.16,128.72,NO,NO
EXP_00004337,2026-03-09 13:02:52,990-1404672-6,11/15/2025,3,INVALID-9380,8536.50.10.00,United States,57089.4,0.0,NO,NO
EXP_00004338,2026-03-09 13:02:52,990-1404672-6,11/15/2025,4,44-652489,8481.80.25.26,China,883.01,0.0,YES,NO
EXP_00004339,2026-03-09 13:02:52,990-1404672-6,11/15/2025,5,TEST73832,8708.99.15.00,India,1815.66,272.35,NO,
EXP_00004340,2026-03-09 13:02:52,406-5385000-4,10/04/2025,1,SO25825,8708.30.21.14,China,1103.09,27.58,NO,NO
EXP_00004341,2026-03-09 13:02:52,406-5385000-4,10/04/2025,2,SO52294,8302.42.30.65,Mexico,8356.34,417.82,NO,NO
EXP_00004342,2026-03-09 13:02:52,406-5385000-4,10/04/2025,3,SO45474,8484.10.00.90,China,225.6,5.64,NO,NO
EXP_00004343,2026-03-09 13:02:52,406-5385000-4,10/04/2025,4,SO60893,8482.10.10.50,China,19511.65,487.79,NO,YES
EXP_00004344,2026-03-09 13:02:52,406-5385000-4,10/04/2025,5,E373590,8481.20.10.00,China,5342.12,267.11,NO,YES
EXP_00004345,2026-03-09 13:02:52,406-5385000-4,10/04/2025,6,E856585,8482.10.10.50,United States,2136.31,0.0,NO,NO
EXP_00004346,2026-03-09 13:02:52,406-5385000-4,10/04/2025,7,56-597297,8708.80.90.00,India,618.0,92.7,NO,NO
EXP_00004347,2026-03-09 13:02:52,406-5385000-4,10/04/2025,8,SO66917,8481.20.10.00,Mexico,412.87,10.32,NO,NO
EXP_00004348,2026-03-09 13:02:52,406-5385000-4,10/04/2025,9,85-971650,8544.30.00.35,China,9255.73,694.18,NO,NO
EXP_00004349,2026-03-09 13:02:52,406-5385000-4,10/04/2025,10,11-861751,8536.50.10.00,Mexico,225.81,22.58,NO,NO
EXP_00004350,2026-03-09 13:02:52,406-5385000-4,10/04/2025,11,TEST10652,9999.99.99.99,Mexico,8463.8,0.0,NO,NO
EXP_00004351,2026-03-09 13:02:52,406-5385000-4,10/04/2025,12,OIL COOLER,8411.99.00.00,India,8278.64,0.0,NO,NO
EXP_00004352,2026-03-09 13:02:52,406-5385000-4,10/04/2025,13,PISTON RING SET,5853.51.86.69,Mexico,611.91,30.6,NO,NO
EXP_00004353,2026-03-09 13:02:52,943-4949816-0,11/07/2025,1,SO27218,8483.90.90.10,Mexico,46577.02,4657.7,NO,NO
EXP_00004354,2026-03-09 13:02:52,943-4949816-0,11/07/2025,2,SO52208,8511.10.00.00,India,952.67,0.0,NO,NO
EXP_00004355,2026-03-09 13:02:52,943-4949816-0,11/07/2025,3,91-299192,8413.30.20.00,Mexico,921.55,46.08,NO,NO
EXP_00004356,2026-03-09 13:02:52,943-4949816-0,11/07/2025,4,E564325,8536.50.10.00,China,319.39,23.95,YES,YES
EXP_00004357,2026-03-09 13:02:52,943-4949816-0,11/07/2025,5,E879447,8483.90.90.10,China,8020.49,200.51,NO,NO
EXP_00004358,2026-03-09 13:02:52,943-4949816-0,11/07/2025,6,XX622707,8708.80.90.00,India,164.49,24.67,NO,YES
EXP_00004359,2026-03-09 13:02:52,943-4949816-0,11/07/2025,7,77-170957,8415.81.00.10,United States,4987.91,0.0,NO,NO
EXP_00004360,2026-03-09 13:02:52,943-4949816-0,11/07/2025,8,CYLINDER HEAD,8708.30.90.10,China,38075.17,1903.76,YES,YES
EXP_00004361,2026-03-09 13:02:52,943-4949816-0,11/07/2025,9,44-794159,3074.51.50.44,China,4873.76,0.0,NO,NO
EXP_00004362,2026-03-09 13:02:52,943-4949816-0,11/07/2025,10,VALVE SPRING,8501.10.10.00,United States,415.59,0.0,NO,NO
EXP_00004363,2026-03-09 13:02:52,943-4949816-0,11/07/2025,11,SO26210,8708.95.90.00,India,3218.89,0.0,NO,NO
EXP_00004364,2026-03-09 13:02:52,943-4949816-0,11/07/2025,12,BEARING SET,8408.20.90.90,Mexico,385.74,9.64,NO,NO
EXP_00004365,2026-03-09 13:02:52,943-4949816-0,11/07/2025,13,E847744,8503.00.10.00,United States,4525.02,0.0,NO,NO
EXP_00004366,2026-03-09 13:02:52,943-4949816-0,11/07/2025,14,E359062,8413.30.90.10,China,1794.87,179.49,YES,NO
EXP_00004367,2026-03-09 13:02:52,943-4949816-0,11/07/2025,15,E995951,8481.80.25.00,Mexico,58546.61,1463.67,NO,NO
EXP_00004368,2026-03-09 13:02:52,897-7646727-8,01/29/2026,1,47-203945,8302.41.60.30,United States,17383.12,0.0,NO,NO
EXP_00004369,2026-03-09 13:02:52,897-7646727-8,01/29/2026,2,SO85930,8501.32.00.00,United States,58164.63,0.0,NO,NO
EXP_00004370,2026-03-09 13:02:52,897-7646727-8,01/29/2026,3,SO99506,9999.99.99.99,India,384826.54,19241.33,NO,NO
EXP_00004371,2026-03-09 13:02:52,897-7646727-8,01/29/2026,4,SO14129,8481.20.10.00,China,5010.03,501.0,NO,NO
EXP_00004372,2026-03-09 13:02:52,897-7646727-8,01/29/2026,5,SO85834,8409.91.99.90,China,1412.49,70.62,NO,NO
EXP_00004373,2026-03-09 13:02:52,897-7646727-8,01/29/2026,6,31-367572,8421.31.00.00,India,979.26,244.82,NO,YES
EXP_00004374,2026-03-09 13:02:52,897-7646727-8,01/29/2026,7,33-783888,8708.80.90.00,China,27239.29,2042.95,NO,NO
EXP_00004375,2026-03-09 13:02:52,897-7646727-8,01/29/2026,8,SO87732,8484.20.00.00,Mexico,688.8,34.44,NO,NO
EXP_00004376,2026-03-09 13:02:52,897-7646727-8,01/29/2026,9,38-739116,8408.20.10.00,China,5480.23,822.03,NO,YES
EXP_00004377,2026-03-09 13:02:52,897-7646727-8,01/29/2026,10,WATER PUMP,8536.50.10.00,China,643.38,64.34,NO,NO
EXP_00004378,2026-03-09 13:02:52,523-9104015-1,11/03/2025,1,31-308728,8537.10.18.00,India,4054.5,202.73,NO,NO
EXP_00004379,2026-03-09 13:02:52,523-9104015-1,11/03/2025,2,73-464679,8413.30.90.10,Mexico,325.79,8.14,NO,NO
EXP_00004380,2026-03-09 13:02:52,523-9104015-1,11/03/2025,3,E667652,1184.13.85.38,Mexico,551.11,27.56,,YES
EXP_00004381,2026-03-09 13:02:52,523-9104015-1,11/03/2025,4,34-346928,8413.30.90.10,Mexico,538.6,40.4,NO,NO
EXP_00004382,2026-03-09 13:02:52,523-9104015-1,11/03/2025,5,55-888636,8708.80.90.00,Mexico,72989.02,7298.9,NO,NO
EXP_00004383,2026-03-09 13:02:52,523-9104015-1,11/03/2025,6,E122569,8301.40.90.00,India,512.27,38.42,NO,NO
EXP_00004384,2026-03-09 13:02:52,523-9104015-1,11/03/2025,7,SO16917,8708.30.90.10,United States,361372.67,0.0,NO,NO
EXP_00004385,2026-03-09 13:02:52,523-9104015-1,11/03/2025,8,SO38984,8414.80.22.00,Mexico,764.27,57.32,NO,NO
EXP_00004386,2026-03-09 13:02:52,523-9104015-1,11/03/2025,9,INVALID-8823,8708.50.79.00,Mexico,68915.7,3445.78,NO,NO
EXP_00004387,2026-03-09 13:02:52,523-9104015-1,11/03/2025,10,SO12838,9833.45.47.79,Mexico,6582.54,164.56,NO,NO
EXP_00004388,2026-03-09 13:02:52,523-9104015-1,11/03/2025,11,SO86030,8708.95.90.00,United States,412.9,0.0,NO,NO
EXP_00004389,2026-03-09 13:02:52,534-4257747-5,01/13/2026,1,88-892912,8503.00.10.00,China,8008.87,600.67,NO,YES
EXP_00004390,2026-03-09 13:02:52,534-4257747-5,01/13/2026,2,SO57653,8414.80.22.00,Mexico,16116.87,402.92,YES,
EXP_00004391,2026-03-09 13:02:52,534-4257747-5,01/13/2026,3,14-408046,8408.20.10.00,Mexico,767.16,76.72,NO,NO
EXP_00004392,2026-03-09 13:02:52,534-4257747-5,01/13/2026,4,E147539,8511.50.90.00,China,249.63,6.24,NO,NO
EXP_00004393,2026-03-09 13:02:52,534-4257747-5,01/13/2026,5,96-211080,8421.31.00.00,China,5590.62,419.3,NO,NO
EXP_00004394,2026-03-09 13:02:52,534-4257747-5,01/13/2026,6,12-389257,9999.99.99.99,United States,432.53,0.0,NO,NO
EXP_00004395,2026-03-09 13:02:52,534-4257747-5,01/13/2026,7,61-845992,8708.91.90.00,China,2399.41,239.94,NO,NO
EXP_00004396,2026-03-09 13:02:52,534-4257747-5,01/13/2026,8,57-875178,3901.74.56.48,Mexico,275308.98,6882.72,NO,NO
