DATEI_ID,LADEN_ZEIT,EINTRITTSNUMMER,EINTRITTSDATUM,ZEILE,TEILENUMMER,ZOLLTARIFNUMMER,URSPRUNGSLAND,WARENWERT,ZOLLBETRAG,ANTIDUMPING_ZOLL,AUSGLEICHSZOLL
KN_00002461,09.03.2026 13:01:38,DE-2025-826884,03.02.2026,2,36-774617,8414 8022 00,USA,"486,69","0,00",NEIN,NEIN
KN_00002462,09.03.2026 13:01:38,DE-2025-826884,03.02.2026,3,SO72965,8501 2010 00,MEX,"229,87","11,49",NEIN,NEIN
KN_00002463,09.03.2026 13:01:38,DE-2025-826884,03.02.2026,4,SO55898,8511 2010 00,CZE,"1.456,56","36,40",NEIN,
KN_00002464,09.03.2026 13:01:38,DE-2025-826884,03.02.2026,5,LAGERSATZ,8708 9590 00,CHN,"9.720,21","486,00",NEIN,NEIN
KN_00002465,09.03.2026 13:01:38,DE-2025-826884,03.02.2026,6,SO39594,8501 3200 00,POL,"328,42","0,00",NEIN,NEIN
KN_00002466,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,1,20-958292,8421 2300 00,IND,"80,26","4,00",NEIN,JA
KN_00002467,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,2,SO55694,8415 8100 10,POL,"119,78","5,99",NEIN,NEIN
KN_00002468,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,3,95-862379,8408 2010 00,CZE,"6.738,47","336,92",NEIN,NEIN
KN_00002469,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,4,SO21284,8708 9190 00,MEX,"456,27","0,00",NEIN,NEIN
KN_00002470,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,5,E911758,8708 8090 00,DEU,"965,57","0,00",NEIN,NEIN
KN_00002471,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,6,SO13177,8538 9010 00,CHN,"795,14","19,87",NEIN,NEIN
KN_00002472,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,7,56-827608,8421 3100 00,USA,"786,50","0,00",NEIN,NEIN
KN_00002473,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,8,PLEUELSTANGE,8503 0010 00,CHN,"89.196,94","13.379,54",JA,NEIN
KN_00002474,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,9,E635662,8501 3200 00,MEX,"5.752,93","862,94",NEIN,NEIN
KN_00002475,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,10,21-248352,8484 1000 90,IND,"620,96","46,57",NEIN,JA
KN_00002476,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,11,XX653327,8413 3020 00,MEX,"78.886,50","11.832,97",NEIN,NEIN
KN_00002477,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,12,E948291,8501 3200 00,CHN,"5.158,89","773,83",NEIN,JA
KN_00002478,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,13,10-722294,8503 0010 00,USA,"9.908,79","0,00",NEIN,NEIN
KN_00002479,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,14,UNGÜLTIG-2897,8302 4200 00,CHN,"1.904,34","0,00",JA,NEIN
KN_00002480,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,15,12-646324,8501 1010 00,POL,"896,04","89,59",,NEIN
KN_00002481,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,16,SO43870,8536 5090 00,KOR,"5.517,72","0,00",JA,NEIN
KN_00002482,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,17,27-601893,8624 1018 00,CHN,"293,32","0,00",NEIN,NEIN
KN_00002483,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,18,SO93963,8511 3090 00,CHN,"415,48","20,76",NEIN,NEIN
KN_00002484,09.03.2026 13:01:38,DE-2025-953033,23.02.2026,19,E327322,8550 4020 00,CHN,"62.641,16","0,00",NEIN,NEIN
KN_00002485,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,1,E450855,5678 6695 84,CHN,"393,60","29,51",NEIN,NEIN
KN_00002486,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,2,E871463,8708 4090 00,MEX,"414,75","62,21",NEIN,NEIN
KN_00002487,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,3,KOLBENRINGSATZ,8708 3021 00,CHN,"2.489,21","373,37",JA,NEIN
KN_00002488,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,4,48-560061,0000 3219 64,USA,"779,52","0,00",NEIN,NEIN
KN_00002489,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,5,46-349759,8708 7090 00,USA,"3.343,53","0,00",NEIN,NEIN
KN_00002490,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,6,58-525642,8468 8022 00,IND,"60.570,97","0,00",NEIN,NEIN
KN_00002491,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,7,SO96561,8483 3010 00,CHN,"218,09","0,00",JA,NEIN
KN_00002492,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,8,87-179577,8484 1000 90,POL,"464,05","23,19",NEIN,NEIN
KN_00002493,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,9,EINSPRITZDÜSE,8511 2010 00,DEU,"495,08","0,00",NEIN,NEIN
KN_00002494,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,10,E456744,8536 5010 00,IND,"291,39","14,57",NEIN,JA
KN_00002495,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,11,E591615,8484 1000 90,USA,"440.673,83","0,00",NEIN,NEIN
KN_00002496,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,12,SO44545,8538 9010 00,USA,"465.776,77","0,00",NEIN,NEIN
KN_00002497,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,13,85-110333,8511 5090 00,MEX,"65.629,36","4.922,19",NEIN,NEIN
KN_00002498,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,14,TURBOLADER,8484 2000 00,IND,"454,16","45,42",NEIN,NEIN
KN_00002499,09.03.2026 13:01:38,DE-2025-309510,30.01.2026,15,32-996416,8708 4090 00,DEU,"442,74","0,00",NEIN,NEIN
KN_00002500,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,1,ANLASSER,8708 3090 10,USA,"8.315,57","0,00",NEIN,NEIN
KN_00002501,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,2,SO23109,1234 6683 17,IND,"7.906,27","790,62",NEIN,JA
KN_00002502,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,3,SO97808,8771 4090 00,CHN,"77.714,97","0,00",NEIN,NEIN
KN_00002503,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,4,61-850605,8503 0010 00,CHN,"729,24","36,46",NEIN,NEIN
KN_00002504,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,5,83-271411,8537 1018 00,POL,"343,89","25,78",NEIN,NEIN
KN_00002505,09.03.2026 13:01:38,DE-2025-783607,03.01.2026,6,E979358,8511 3090 00,CHN,"319,66","15,98",NEIN,NEIN
KN_00002506,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,1,E433809,0000 8759 91,TWN,"870,75","87,07",JA,NEIN
KN_00002507,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,2,TEST45068,8501 3200 00,KOR,"8.023,82","1.203,56",JA,NEIN
KN_00002508,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,3,SO91321,8484 1000 90,CHN,"92.696,27","9.269,62",,NEIN
KN_00002509,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,4,E786420,8302 4200 00,CHN,"90.920,50","9.092,04",JA,NEIN
KN_00002510,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,5,SO63748,8408 2090 20,KOR,"8.819,29","0,00",JA,NEIN
KN_00002511,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,6,UNGÜLTIG-5117,8536 5010 00,KOR,"809,42","40,46",NEIN,NEIN
KN_00002512,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,7,E207175,8414 8022 00,TWN,"31.586,41","0,00",NEIN,NEIN
KN_00002513,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,8,KRAFTSTOFFFILTER,8421 3100 00,DEU,"432,10","0,00",NEIN,NEIN
KN_00002514,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,9,SO28762,8483 4020 00,KOR,"346,12","8,65",JA,NEIN
KN_00002515,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,10,SO87934,8483 9090 10,CHN,"905,46","22,64",NEIN,NEIN
KN_00002516,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,11,ÖLKÜHLER,8501 3200 00,MEX,"64.124,68","4.809,35",NEIN,NEIN
KN_00002517,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,12,49-299345,9999 8435 42,TWN,"35.963,01","1.798,15",NEIN,NEIN
KN_00002518,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,13,E475276,8415 8100 10,CHN,"254.488,67","19.086,65",NEIN,NEIN
KN_00002519,09.03.2026 13:01:38,DE-2025-419556,02.03.2026,14,SO50963,8413 3020 00,CHN,"3.221,03","322,10",NEIN,NEIN
KN_00002520,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,1,SO87239,8409 9110 00,CHN,"8.752,60","0,00",JA,NEIN
KN_00002521,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,2,76-803199,8536 5010 00,IND,"825,65","0,00",NEIN,NEIN
KN_00002522,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,3,SO96795,8413 3090 10,USA,"27.922,15","0,00",NEIN,NEIN
KN_00002523,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,4,38-883154,8503 0010 00,IND,"39.906,44","1.995,31",NEIN,NEIN
KN_00002524,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,5,UNGÜLTIG-8192,8484 1000 90,IND,"6.839,93","0,00",NEIN,NEIN
KN_00002525,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,6,62-856267,8511 5090 00,USA,"88.237,44","0,00",NEIN,NEIN
KN_00002526,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,7,68-920612,8421 3100 00,MEX,"93.244,08","0,00",NEIN,NEIN
KN_00002527,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,8,VENTILFEDER,8413 3020 00,CHN,"87.685,50","8.768,54",NEIN,NEIN
KN_00002528,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,9,SO60265,8501 1010 00,USA,"250,46","0,00",NEIN,NEIN
KN_00002529,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,10,XX197135,8511 4000 00,CHN,"182,09","0,00",NEIN,NEIN
KN_00002530,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,11,SO58167,8503 0095 80,MEX,"32.455,72","8.113,93",NEIN,NEIN
KN_00002531,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,12,E860043,8708 9590 00,USA,"7.718,86","0,00",NEIN,NEIN
KN_00002532,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,13,E841940,8511 5090 00,IND,"205,53","10,27",NEIN,JA
KN_00002533,09.03.2026 13:01:38,DE-2025-521457,20.02.2026,14,91-623707,8708 9190 00,KOR,"27.928,59","2.792,86",JA,NEIN
KN_00002534,09.03.2026 13:01:38,DE-2025-308386,19.02.2026,1,76-676054,8421 3100 00,CHN,"207,22","0,00",NEIN,NEIN
KN_00002535,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,1,UNBEKANNT-TEIL-560,8594 0095 80,POL,"81.360,69","6.102,05",NEIN,NEIN
KN_00002536,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,2,UNBEKANNT-TEIL-517,0000 7993 65,IND,"72.779,44","3.638,96",NEIN,NEIN
KN_00002537,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,3,SO69722,8421 3100 00,IND,"675,20","0,00",NEIN,NEIN
KN_00002538,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,4,79-404268,8302 4200 00,CHN,"2.885,11","0,00",NEIN,NEIN
KN_00002539,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,5,TEST52418,8511 4000 00,TWN,"980,75","147,11",NEIN,NEIN
KN_00002540,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,6,E881209,8408 2010 00,CHN,"8.836,87","1.325,52",NEIN,NEIN
KN_00002541,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,7,50-523769,8414 8022 00,CHN,"7.147,76","178,68",JA,NEIN
KN_00002542,09.03.2026 13:01:38,DE-2025-905728,16.02.2026,8,42-820858,0000 4606 89,IND,"62.967,37","6.296,73",NEIN,JA
KN_00002543,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,1,SO98494,8413 3020 00,USA,"894,73","0,00",NEIN,NEIN
KN_00002544,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,2,UNBEKANNT-TEIL-263,8544 3000 00,CHN,"374,57","56,18",NEIN,NEIN
KN_00002545,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,3,19-981446,8481 8025 00,TWN,"550,53","0,00",NEIN,NEIN
KN_00002546,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,4,E678981,8536 5090 00,USA,"7.498,31","0,00",NEIN,NEIN
KN_00002547,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,5,SO25019,8302 4100 00,IND,"15.970,23","1.197,76",NEIN,NEIN
KN_00002548,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,6,SO73804,8708 9190 00,CHN,"432.207,98","32.415,59",JA,NEIN
KN_00002549,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,7,94-191831,8558 4020 00,CHN,"230,18","5,75",NEIN,NEIN
KN_00002550,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,8,E835229,8503 0095 80,CHN,"5.497,01","549,70",NEIN,NEIN
KN_00002551,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,9,66-631755,8307 1010 00,MEX,"854,23","128,12",NEIN,NEIN
KN_00002552,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,10,KURBELWELLE,8544 3000 00,IND,"916,23","0,00",NEIN,NEIN
KN_00002553,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,11,E200815,8708 5079 00,CHN,"180,52","27,07",JA,NEIN
KN_00002554,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,12,XX864967,8708 8090 00,MEX,"51.567,20","7.735,07",NEIN,NEIN
KN_00002555,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,13,SO39959,8708 3021 00,CHN,"4.205,96","0,00",NEIN,JA
KN_00002556,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,14,E213929,8443 2010 00,KOR,"216,97","0,00",NEIN,NEIN
KN_00002557,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,15,TEST52779,8708 5079 00,MEX,"87.080,07","4.354,00",NEIN,NEIN
KN_00002558,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,16,34-457270,8415 8100 10,KOR,"61.996,38","6.199,64",NEIN,NEIN
KN_00002559,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,17,SO51994,8482 5000 00,USA,"393,50","0,00",NEIN,NEIN
KN_00002560,09.03.2026 13:01:38,DE-2025-620492,08.02.2026,18,SO60931,8708 9190 00,TWN,"18.108,72","905,44",NEIN,NEIN
KN_00002561,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,1,UNGÜLTIG-3582,8408 2010 00,MEX,"954,16","143,12",NEIN,NEIN
KN_00002562,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,2,SO35628,8408 2090 90,USA,"65.669,63","0,00",NEIN,NEIN
KN_00002563,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,3,E819474,8511 1000 00,USA,"93.054,07","0,00",NEIN,NEIN
KN_00002564,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,4,18-693190,8421 3100 00,IND,"9.525,81","1.428,86",NEIN,NEIN
KN_00002565,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,5,SCHWUNGRAD,8708 4090 00,CHN,"160,61","8,02",NEIN,NEIN
KN_00002566,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,6,83-849709,8708 9915 00,CHN,"18.687,79","934,38",JA,NEIN
KN_00002567,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,7,KURBELWELLE,8511 4000 00,KOR,"7.109,68","177,74",NEIN,NEIN
KN_00002568,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,8,SO82718,8791 5079 00,POL,"5.660,43","849,05",NEIN,NEIN
KN_00002569,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,9,E600167,8413 3020 00,IND,"555,73","41,67",NEIN,NEIN
KN_00002570,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,10,SO92388,8537 1018 00,USA,"193.631,11","0,00",NEIN,NEIN
KN_00002571,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,11,SO13648,9999 6987 19,MEX,"267.633,96","26.763,40",NEIN,NEIN
KN_00002572,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,12,E556816,8307 9000 00,CHN,"431,82","107,95",NEIN,NEIN
KN_00002573,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,13,E485587,8708 9915 00,IND,"72.268,86","3.613,44",NEIN,NEIN
KN_00002574,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,14,E595590,8421 3100 00,MEX,"48.290,83","2.414,53",NEIN,
KN_00002575,09.03.2026 13:01:38,DE-2025-841541,12.01.2026,15,24-606882,8511 5090 00,TWN,"33.620,59","0,00",NEIN,NEIN
KN_00002576,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,1,SO98336,8544 3000 00,USA,"4.041,23","0,00",NEIN,NEIN
KN_00002577,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,2,E848916,8409 9110 00,IND,"88.227,69","13.234,15",NEIN,NEIN
KN_00002578,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,3,ÖLKÜHLER,8484 1000 90,CHN,"74.482,57","7.448,26",NEIN,NEIN
KN_00002579,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,4,SO82856,8413 3020 00,CHN,"8.778,92","0,00",NEIN,NEIN
KN_00002580,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,5,13-738184,8708 9915 00,CZE,"4.420,28","221,00",NEIN,NEIN
KN_00002581,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,6,E114090,8494 2010 00,CHN,"8.267,96","826,79",JA,
KN_00002582,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,7,E434598,8409 9110 00,MEX,"935,25","46,75",NEIN,
KN_00002583,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,8,61-972524,9999 8182 35,TWN,"372,07","18,60",JA,NEIN
KN_00002584,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,9,SO88266,5678 4454 73,CHN,"460,35","23,01",JA,NEIN
KN_00002585,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,10,SO80032,9999 5773 21,CHN,"7.000,03","175,00",NEIN,NEIN
KN_00002586,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,11,SCHWUNGRAD,8501 3200 00,CHN,"33.546,54","0,00",NEIN,NEIN
KN_00002587,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,12,UNGÜLTIG-3058,8484 1000 90,IND,"639,16","15,98",NEIN,NEIN
KN_00002588,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,13,UNGÜLTIG-9526,8511 5090 00,IND,"6.153,31","153,83",NEIN,NEIN
KN_00002589,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,14,SO86082,8481 8025 00,DEU,"4.052,13","0,00",,NEIN
KN_00002590,09.03.2026 13:01:38,DE-2025-766844,19.01.2026,15,65-408198,8483 3010 00,POL,"7.732,63","386,62",NEIN,NEIN
KN_00002591,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,1,55-135885,8537 1018 00,MEX,"695,57","52,17",NEIN,NEIN
KN_00002592,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,2,SO61526,1234 4859 74,MEX,"747,66","0,00",NEIN,NEIN
KN_00002593,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,3,62-417164,8415 8100 10,MEX,"56.686,81","8.503,02",NEIN,NEIN
KN_00002594,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,4,SO74155,8708 8090 00,MEX,"3.951,21","296,33",NEIN,NEIN
KN_00002595,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,5,22-956693,8421 3100 00,USA,"1.347,74","0,00",NEIN,NEIN
KN_00002596,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,6,82-474498,8411 9900 00,CHN,"346.399,21","25.979,93",NEIN,NEIN
KN_00002597,09.03.2026 13:01:38,DE-2025-151390,11.01.2026,7,E587157,8478 9110 00,USA,"660,95","0,00",NEIN,NEIN
KN_00002598,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,1,KURBELWELLE,8708 5079 00,CHN,"78.136,02","11.720,39",NEIN,JA
KN_00002599,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,2,E183236,8708 4090 00,USA,"9.271,38","0,00",NEIN,NEIN
KN_00002600,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,3,SO65426,8511 5090 00,KOR,"9.709,28","485,45",NEIN,NEIN
KN_00002601,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,4,E713039,8484 2000 00,MEX,"777,51","19,44",NEIN,NEIN
KN_00002602,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,5,E651466,8536 5010 00,KOR,"731,45","73,15",NEIN,NEIN
KN_00002603,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,6,29-279612,8511 1000 00,CHN,"9.468,18","946,82",JA,NEIN
KN_00002604,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,7,XX854744,8503 0010 00,POL,"1.390,53","0,00",,JA
KN_00002605,09.03.2026 13:01:38,DE-2025-778019,10.02.2026,8,TEST81862,8415 8100 10,CHN,"9.698,95","242,46",NEIN,NEIN
KN_00002606,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,1,71-707347,8511 3090 00,USA,"9.679,90","0,00",NEIN,NEIN
KN_00002607,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,2,90-471380,8708 9991 90,DEU,"9.867,62","0,00",NEIN,NEIN
KN_00002608,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,3,61-876263,9999 7845 13,USA,"2.534,96","0,00",NEIN,NEIN
KN_00002609,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,4,74-895936,8708 7090 00,USA,"792,25","0,00",NEIN,NEIN
KN_00002610,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,5,E324346,8708 3021 00,CHN,"226,93","5,67",NEIN,NEIN
KN_00002611,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,6,22-369488,8307 1010 00,IND,"63,90","4,79",NEIN,NEIN
KN_00002612,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,7,58-251990,8536 5090 00,MEX,"766,65","57,50",NEIN,NEIN
KN_00002613,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,8,14-243649,8708 9190 00,CHN,"61.064,80","1.526,61",JA,JA
KN_00002614,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,9,91-604637,5678 8194 69,CHN,"9.492,70","949,26",NEIN,NEIN
KN_00002615,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,10,73-975810,8621 1018 00,MEX,"167,50","0,00",NEIN,NEIN
KN_00002616,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,11,SO66289,8708 5079 00,USA,"27.524,86","0,00",NEIN,NEIN
KN_00002617,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,12,19-138450,8409 9110 00,POL,"1.185,75","88,93",NEIN,NEIN
KN_00002618,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,13,E227477,8482 1010 50,KOR,"7.363,67","552,27",NEIN,NEIN
KN_00002619,09.03.2026 13:01:38,DE-2025-451485,04.03.2026,14,SO70417,8481 2010 00,CHN,"9.591,17","719,34",NEIN,NEIN
KN_00002620,09.03.2026 13:01:38,DE-2025-867996,17.02.2026,1,SO74991,8481 8025 00,TWN,"64,90","1,62",NEIN,NEIN
KN_00002621,09.03.2026 13:01:38,DE-2025-867996,17.02.2026,2,66-712389,8503 0095 80,MEX,"3.442,34","0,00",NEIN,NEIN
KN_00002622,09.03.2026 13:01:38,DE-2025-867996,17.02.2026,3,69-373974,9999 9722 90,USA,"250,78","0,00",,JA
KN_00002623,09.03.2026 13:01:38,DE-2025-867996,17.02.2026,4,SO75727,8708 9991 90,CHN,"61.602,90","3.080,15",NEIN,NEIN
KN_00002624,09.03.2026 13:01:38,DE-2025-867996,17.02.2026,5,E356833,8409 9199 90,POL,"478,37","0,00",NEIN,NEIN
KN_00002625,09.03.2026 13:01:38,DE-2025-999095,08.02.2026,1,SO23359,0000 2532 14,MEX,"97.139,00","4.856,94",NEIN,NEIN
KN_00002626,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,1,ZYLINDERKOPF,8503 0095 80,USA,"89.959,75","0,00",NEIN,NEIN
KN_00002627,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,2,E141305,8708 9190 00,CHN,"3.352,61","0,00",NEIN,JA
KN_00002628,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,3,LICHTMASCHINE,8421 2300 00,MEX,"679,80","67,98",NEIN,NEIN
KN_00002629,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,4,E830266,8538 9010 00,MEX,"854,87","85,48",NEIN,NEIN
KN_00002630,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,5,53-409072,8501 2010 00,CHN,"282.012,94","14.100,64",NEIN,NEIN
KN_00002631,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,6,SO80426,8302 4200 00,MEX,"58.428,91","8.764,34",NEIN,NEIN
KN_00002632,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,7,E975904,8583 0010 00,USA,"2.763,46","0,00",NEIN,NEIN
KN_00002633,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,8,E712300,8483 9090 10,CHN,"66.874,88","0,00",JA,NEIN
KN_00002634,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,9,SO52420,8708 9590 00,IND,"968,74","96,87",NEIN,NEIN
KN_00002635,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,10,SO32221,8536 5010 00,USA,"406,94","0,00",NEIN,NEIN
KN_00002636,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,11,SO29195,8708 7090 00,TWN,"5.211,47","130,28",NEIN,NEIN
KN_00002637,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,12,WASSERPUMPE,8503 0010 00,USA,"9.989,64","0,00",NEIN,NEIN
KN_00002638,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,13,SO32093,1234 3561 36,DEU,"311,31","0,00",NEIN,NEIN
KN_00002639,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,14,31-811559,8708 4090 00,CHN,"5.364,65","804,70",NEIN,JA
KN_00002640,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,15,XX512970,0000 4360 77,MEX,"18.851,75","0,00",NEIN,NEIN
KN_00002641,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,16,64-483322,8754 9915 00,TWN,"849,50","0,00",JA,NEIN
KN_00002642,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,17,E494654,8501 1010 00,CHN,"101.874,77","25.468,68",NEIN,NEIN
KN_00002643,09.03.2026 13:01:38,DE-2025-337400,07.02.2026,18,E184261,8511 3090 00,MEX,"7.729,07","386,44",NEIN,NEIN
