CORRECTION_ID,LINE_ID,ENTRY_NUMBER,ENTRY_DATE,BROKER_NAME,PART_NUMBER,COUNTRY_OF_ORIGIN,HTS_CODE,ENTERED_VALUE,FIELD_CORRECTED,ORIGINAL_VALUE,CORRECTED_VALUE,CORRECTION_REASON,ANALYST_NOTES,REGULATORY_REFERENCE,RELATED_CASES,BUSINESS_CONTEXT,CORRECTION_CATEGORY,CORRECTED_BY,CORRECTION_DATE,WAS_FLAGGED_BY_SYSTEM,CONFIDENCE_LEVEL,TIME_TO_RESOLVE_MINUTES,REQUIRED_RESEARCH
DB0376F8-EEDC-4349-9DC9-AEE5F4018834,F8E3766D-6281-4DF4-A2B6-68087F25A2CC,123-6633349-1,2025-09-16,KUEHNE_NAGEL,P-14549-D,CN,7326512727,60119.41,COO,JP,KR,COO error - supplier certificate reviewed,System should have caught this,HTS General Note 3,,Standard inventory restock,COUNTRY_OF_ORIGIN,Daniel Garcia,2025-09-24,TRUE,HIGH,143,FALSE
9C290C8B-A8A3-4F7A-AE8C-976403D8DD49,1B5F08E1-208F-415B-9B44-1DC3EF2DFD22,E17602242,2025-09-18,UPS_SCS,P-22800-B,TW,8501766863,77370.53,FEE_CODE,5,90,Wrong tariff code selected by broker,Broker training issue perhaps?,19 CFR 152.103,"See also: CORR-4637, CORR-9881",New product line introduction,HTS_CLASSIFICATION,Kevin Taylor,2025-10-01,TRUE,MEDIUM,130,FALSE
54F2151E-4D34-4F9E-986B-9616BE8051B1,93FF6EE3-0BD9-45BF-859A-B4A525936561,E60794660,2025-10-05,UPS_SCS,T-40236-B,IN,8479862424,1949.48,FEE_CODE,71,71,Tariff code error identified during audit,Random sample audit finding,19 CFR 152.103,,Service center inventory,COUNTRY_OF_ORIGIN,Jennifer Walsh,2025-10-14,TRUE,HIGH,26,FALSE
FC4FB974-5AFF-448E-B579-E6DD2084A9AE,0ECBB60E-03DC-4B01-A84E-345176837F02,E53538552,2026-02-11,UPS_SCS,M-87677-C,IT,8501399291,67173.03,CVD_FLAG,N,Y,CVD omitted - product in scope,Standard correction - nothing unusual,19 CFR 10.411,"See also: CORR-1173, CORR-5238",New product line introduction,ADD_CVD,Stephanie Moore,2026-02-18,FALSE,MEDIUM,68,FALSE
FFF2456C-59DB-4A74-976C-C68C23FB035A,7AD66E69-B0F5-4C69-9826-EB4D2D61615A,E38700907,2025-09-21,EXPEDITOR,C-63534-D,TW,8504444098,84141.39,QUANTITY,28,59,Tariff code error identified during audit,Documentation was ambiguous - clarified with shipper,19 CFR 10.411,,New product line introduction,VALUATION,David Kim,2025-10-15,FALSE,LOW,175,FALSE
223A8608-C688-4916-AE51-F22D2AEF6050,C207014D-DB79-45A4-ABE4-115621171751,258-3874290-4,2025-11-24,CEVA,M-51633-B,GB,8453963224,119892.1,QUANTITY,43,27,Classification error - product function misidentified,Broker acknowledged error,CBP Directive 3550-067,Linked to CORR-2379 (same broker),Seasonal demand fulfillment,FTA_ELIGIBILITY,Emily Davis,2025-12-14,FALSE,MEDIUM,171,FALSE
B8A00FC8-5F62-4425-9BFD-BA2BEC025C24,AA014AB0-BC2F-4394-9CBC-7E97CA6C34D9,E88301635,2025-11-13,UPS_SCS,M-68114-D,JP,8501912942,21492.34,HTS_CODE,7318981613,8504790193,HTS correction per technical review,System should have caught this,CBP Directive 3550-067,Related pattern in CORR-4185,Quality replacement for defective batch,HTS_CLASSIFICATION,Rachel Anderson,2025-12-08,TRUE,MEDIUM,12,TRUE
FF447AAE-F593-42A9-AEF4-558880829E9C,67D5273E-080C-4CF2-9B15-DB511C8FE9E0,E25901759,2025-08-25,EXPEDITOR,F-35092-A,MY,8501183290,44552.85,ENTERED_VALUE,81282.04,89905.84,Transaction value calculation error,Cross-referenced with supplier records,19 CFR 10.411,Linked to CORR-2587 (same broker),Standard inventory restock,VALUATION,James Wilson,2025-09-20,TRUE,MEDIUM,175,TRUE
ECF9AD56-69DA-4D17-A3A9-DB62E0D9AFC3,21563599-4263-433F-A56E-83696F61F29D,E89462239,2025-12-03,EXPEDITOR,R-76259-A,VN,8483526909,19028.12,ENTERED_VALUE,7614.33,63223.63,Deductions improperly applied,Verified against GTM database,CBP Directive 3550-067,,High-priority production critical parts,VALUATION,Emily Davis,2026-01-01,TRUE,LOW,169,TRUE
1478C676-5E30-4FF9-B4F3-B6A8C4D57A7F,AFFE3EC3-F350-4097-B674-B00BB82178AE,E22801267,2025-09-16,CEVA,S-87106-B,MY,8453430553,80044.08,QUANTITY,59,6,Wrong tariff code selected by broker,Manual review caught the error,19 USC 1484,,New product line introduction,DUTY_ADJUSTMENT,James Wilson,2025-10-09,TRUE,HIGH,130,TRUE
042EAEDE-1A6D-4C4F-9C11-56833402861F,28B2C511-540D-4EE7-ACEC-0F83B144E875,663-7967742-3,2025-08-10,KUEHNE_NAGEL,H-28042-D,TW,8482920589,113998.13,ADD_FLAG,Y,N,ADD assessment missing for covered product,Caught during routine audit,CBP Trade Facilitation Guidelines,Similar correction: CORR-7286 (2025-04-13),Seasonal demand fulfillment,ADD_CVD,Michelle Brown,2025-09-09,FALSE,HIGH,93,FALSE
91D25C3C-A70A-4140-BB10-43E091067CB6,0F560E3F-7CAE-41B9-B750-9DC4D2414159,203-6642376-2,2025-10-15,EXPEDITOR,E-67308-D,IN,8544817656,96213.71,PREFERENTIAL,AUSFTA,NONE,Certificate of origin validates preference,Standard correction - nothing unusual,19 CFR 10.411,"See also: CORR-4454, CORR-3399",New product line introduction,FTA_ELIGIBILITY,Rachel Anderson,2025-11-10,FALSE,HIGH,179,FALSE
2B0AD3BD-090B-40F1-879E-D35D19E28601,5FBA2B84-E70C-4D00-B784-F3B6FF4170F7,268-5123519-8,2025-10-30,DHL_GLOBAL,X-85236-C,TH,7318811113,128839.43,COO,CA,CN,Origin documentation shows different COO,Standard correction - nothing unusual,19 CFR 141.86,"See also: CORR-3165, CORR-4412",Seasonal demand fulfillment,COUNTRY_OF_ORIGIN,Emily Davis,2025-11-13,TRUE,MEDIUM,78,TRUE
9BF479AF-58E0-4D5E-9065-B45098B13439,7C50A5A8-2B2E-40B2-B39E-D3843844E421,130-9354130-6,2025-08-26,KUEHNE_NAGEL,F-75856-D,KR,8479848518,106483.96,CVD_FLAG,Y,N,CVD rate correction per Commerce review,Verified against GTM database,19 CFR 152.103,Linked to CORR-4997 (same broker),Just-in-time delivery for production line,ADD_CVD,Robert Thompson,2025-09-24,FALSE,LOW,72,TRUE
793D635F-59D1-4798-80A5-ED7D6D20F964,C04569F6-5F56-46D9-849E-BD8C6C6C47E1,170-9774927-7,2025-11-01,UPS_SCS,C-13404-D,VN,8544909232,117650.11,CVD_FLAG,N,Y,CVD duty should apply per order,Documentation was ambiguous - clarified with shipper,HTS General Note 3,"See also: CORR-9593, CORR-9222",High-priority production critical parts,ADD_CVD,Michelle Brown,2025-11-06,TRUE,HIGH,170,FALSE
0AC87815-8456-4261-B9F3-EE38C1B356EE,55E4C8CD-9F50-4F82-A484-AEE0F5EC66F1,694-1279435-9,2025-09-07,KUEHNE_NAGEL,M-17039-B,TW,8482711676,51763.29,COO,CN,TW,Taiwan vs China confusion - corrected to TW,TW vs CN affects ADD applicability significantly,19 CFR 134.1; CBP country code list,Similar correction: CORR-1246 (2025-06-13),Quality replacement for defective batch,COUNTRY_OF_ORIGIN,James Wilson,2025-09-11,FALSE,HIGH,56,TRUE
9273F946-055C-47AC-883B-C5236F081469,64985400-8E4F-421A-8A41-8A879E11FB03,947-8280544-5,2025-12-06,FEDEX_TRADE,E-75505-B,IT,8544299868,109841.7,COO,KR,IN,Origin documentation shows different COO,Caught during routine audit,CBP Directive 3550-067,"Pattern matches CORR-2814, CORR-3897, CORR-6039",High-priority production critical parts,COUNTRY_OF_ORIGIN,Brian Jackson,2025-12-08,TRUE,HIGH,143,FALSE
091E1FB9-94EA-4F51-A627-135F69CDEA82,56FCDA39-FE0F-4441-BDD4-BB9594E6BE96,319-5799713-3,2026-02-02,EXPEDITOR,H-39239-B,IN,8483409770,73548.68,COO,GB,VN,Substantial transformation analysis - COO corrected,Manual review caught the error,19 CFR 141.86,"Pattern matches CORR-6074, CORR-4086, CORR-8289",High-priority production critical parts,COUNTRY_OF_ORIGIN,Amanda Foster,2026-02-11,TRUE,HIGH,14,FALSE
F0B7F28F-BB53-4C2F-9976-E5598649C81F,BC154F1E-E06F-413F-ADE6-3AE98EBBFAB0,E91649536,2026-01-26,EXPEDITOR,X-13800-C,MX,8501440278,73951.46,ADD_FLAG,Y,N,USMCA supersedes ADD for Mexican goods,USMCA exemption is powerful but often overlooked,19 CFR 10.1003; USMCA preference rules,,Aftermarket parts inventory replenishment,ADD_CVD,James Wilson,2026-02-18,FALSE,HIGH,41,TRUE
9E9C3A34-D88F-4BE6-A226-5A14C9717F76,C97DA7DD-D2CC-4571-996B-602D955E50AE,E30731254,2025-12-22,UPS_SCS,T-15111-B,VN,8479906502,62413.73,DUTY_RATE,78,4,Duty rate incorrect for this classification,Needed research to confirm,HTS General Note 3,Linked to CORR-7121 (same broker),Standard inventory restock,SPLIT_LINE,Rachel Anderson,2025-12-28,TRUE,LOW,139,FALSE
4AD03196-5D04-42F4-A22D-8A5F0E911D21,AEB02297-BC01-472A-842C-258ADD72A877,E81745631,2025-09-02,EXPEDITOR,R-85212-A,MY,8504402661,14375.7,HTS_CODE,8453729737,8479598415,Updated classification per CBP guidance,Broker acknowledged error,19 CFR 141.86,,Standard inventory restock,HTS_CLASSIFICATION,Lisa Martinez,2025-09-20,FALSE,LOW,145,FALSE
AC33660C-AC0B-4C6D-9758-2B9B9A071B8B,F909150B-F41C-4652-903F-A2D42F9749EB,00951504810,2026-02-08,CEVA,C-77425-B,CA,8501934918,91298.79,ADD_FLAG,N,Y,ADD calculation error corrected,Manual review caught the error,CBP Trade Facilitation Guidelines,,Just-in-time delivery for production line,ADD_CVD,Michael Rodriguez,2026-02-14,FALSE,HIGH,30,FALSE
52FEA13F-E8D9-4FFB-AB94-175F7F547821,D266B4CD-7548-47B0-8506-F3D0C28032F9,E87339638,2025-12-23,KUEHNE_NAGEL,S-71820-C,TW,8414573853,3225.19,ADD_FLAG,Y,N,ADD rate updated per Commerce determination,Broker acknowledged error,19 CFR 152.103,Linked to CORR-4142 (same broker),Seasonal demand fulfillment,ADD_CVD,David Kim,2025-12-27,TRUE,MEDIUM,105,TRUE
75CDA137-2074-436F-8279-A65FE0B28038,0AF06990-A15F-436B-A08F-CF79C481D6A7,E14335487,2025-10-27,UPS_SCS,P-33420-B,KR,8453563980,115475.41,HTS_CODE,8501216543,8414362065,Classification adjusted based on product specifications,Needed research to confirm,19 CFR 141.86,,Service center inventory,HTS_CLASSIFICATION,Michael Rodriguez,2025-11-19,FALSE,HIGH,66,FALSE
4BD71515-5962-4961-A2A2-DC145466ED1A,C57BC246-2072-4AE4-A8B4-A02D144FC2DA,969-5496078-9,2026-02-28,CEVA,R-80505-D,VN,8481730554,110403.8,ENTERED_VALUE,54165.52,35197.62,Deductions improperly applied,Broker training issue perhaps?,19 CFR 10.411,"Pattern matches CORR-6943, CORR-6330, CORR-8939",Engineering sample for R&D,VALUATION,David Kim,2026-03-02,FALSE,MEDIUM,54,TRUE
AF9F9FBC-89E8-4181-A932-AC003E0CA641,1522E06D-5779-49EC-9193-DA2CD425CB08,367-4854998-3,2026-01-27,FEDEX_TRADE,C-97980-A,IN,7318342561,50571.08,CVD_FLAG,N,Y,"Per CVD order C-533-866, duty applies to Indian fasteners",Need India CVD rule in automated validation,C-533-866; 19 CFR 351.503,Linked to CORR-4532 (same broker),Aftermarket parts inventory replenishment,ADD_CVD,Kevin Taylor,2026-02-02,FALSE,HIGH,32,FALSE
447EE4AE-3961-4738-A7DD-1ACAA6CB6A17,B4997111-551B-41BA-8E1A-3F3DF580AA08,389-2472172-4,2025-12-06,EXPEDITOR,S-36262-B,VN,8479501731,101958.79,PREFERENTIAL,KORUS,AUSFTA,Certificate of origin validates preference,Needed research to confirm,CBP Directive 3550-067,,Service center inventory,FTA_ELIGIBILITY,Michelle Brown,2025-12-25,FALSE,LOW,141,FALSE
AFD274FF-A0AE-4768-A806-B611B01922F9,1E241325-A241-4EEE-8CC2-A2DC21B0787C,00307098609,2026-01-20,UPS_SCS,P-40683-A,CN,7326458648,55252.08,UNIT_PRICE,36,3,Wrong tariff code selected by broker,Verified against GTM database,HTS General Note 3,Similar correction: CORR-6371 (2025-10-19),Just-in-time delivery for production line,DOCUMENTATION,Jennifer Walsh,2026-02-06,TRUE,LOW,126,FALSE
1D864200-886A-4F1B-B9CE-B3C600FE8318,AEF4ADB5-180A-4C8C-8245-55FC045D2DDA,00316296646,2026-01-15,CEVA,T-82173-A,CA,8544741535,29837.18,PREFERENTIAL,CAFTA-DR,AUSFTA,Certificate of origin validates preference,Verified against GTM database,19 USC 1484,Similar correction: CORR-6563 (2025-12-30),Seasonal demand fulfillment,FTA_ELIGIBILITY,Jennifer Walsh,2026-01-29,TRUE,HIGH,76,FALSE
2EE8D7E1-7691-47EF-9C4C-883051CD425B,17B5974D-5871-4F11-A335-2D6849357BF2,00365053495,2025-10-12,KUEHNE_NAGEL,R-72869-A,TW,8414873864,114725.57,HTS_CODE,8483317842,8414154765,Classification adjusted based on product specifications,Flagged by weekly review process,19 USC 1484,"Pattern matches CORR-9652, CORR-9226, CORR-3566",Aftermarket parts inventory replenishment,HTS_CLASSIFICATION,Amanda Foster,2025-11-01,TRUE,MEDIUM,122,TRUE
08C81928-2B31-46DB-B831-6F2CCEE50442,4CB9E807-2F85-4A26-80AC-F5BBA31E5774,E43784798,2026-02-14,CEVA,P-28172-B,GB,8413525092,89198.95,CVD_FLAG,Y,N,CVD not applicable - origin exempt,Flagged by weekly review process,HTS General Note 3,Similar correction: CORR-3457 (2025-09-20),Regular import for Cummins engine assembly,ADD_CVD,Brian Jackson,2026-03-03,FALSE,LOW,178,TRUE
2676C119-0EAA-4E94-9DE7-6A00C91AC815,90E052B6-0867-49F8-8C68-C3F5D9BAD817,E98733504,2025-10-25,UPS_SCS,C-53176-B,IN,8482791864,54025.61,COO,VN,JP,Origin documentation shows different COO,Random sample audit finding,19 USC 1401a,Similar correction: CORR-1607 (2025-07-20),Engineering sample for R&D,COUNTRY_OF_ORIGIN,Rachel Anderson,2025-10-28,FALSE,MEDIUM,100,FALSE
8B8A3BDB-7771-44FF-A059-B2D63B0EBF9A,04B4BA0A-EC0A-475C-BDDA-DE7BB57BE708,00176544160,2025-09-23,FEDEX_TRADE,E-95000-A,KR,7318163571,5588.33,UNIT_PRICE,63,92,Updated classification per CBP guidance,Flagged by weekly review process,19 CFR 10.411,,Just-in-time delivery for production line,ADD_CVD,Brian Jackson,2025-10-20,TRUE,LOW,169,FALSE
669F22E7-C3F2-45D2-A654-FC90FF430F31,EB6B4665-01AB-4DDA-8F40-EAA458224EBF,689-3441408-5,2026-01-02,DHL_GLOBAL,X-40273-C,VN,7318374966,3449.94,HTS_CODE,7326964135,8501777814,Wrong tariff code selected by broker,Flagged by weekly review process,CBP Directive 3550-067,,Standard inventory restock,HTS_CLASSIFICATION,James Wilson,2026-01-26,TRUE,LOW,141,TRUE
27E35CA8-5299-4FDA-8DD3-F72210C44940,4CB3907A-EC5C-4384-B047-ED4E7E603C4B,E46711556,2026-01-07,UPS_SCS,P-41120-B,CA,8501378719,94114.35,FEE_CODE,92,70,Reclassification based on product composition,System should have caught this,19 USC 1484,"Pattern matches CORR-2706, CORR-5577, CORR-1506",New product line introduction,COUNTRY_OF_ORIGIN,David Kim,2026-02-02,TRUE,LOW,101,FALSE
1C5C10FC-A8CA-4623-880B-829CCE0894E6,5BCDB37A-175E-429B-B258-F85C69591A72,796-1417644-5,2025-12-18,FEDEX_TRADE,P-82195-B,GB,8453330023,29489.79,DUTY_RATE,39,59,Duty calculation error,Documentation review required,19 CFR 10.411,,Seasonal demand fulfillment,HTS_CLASSIFICATION,Amanda Foster,2025-12-26,TRUE,MEDIUM,82,FALSE
1D698AC4-8BC5-4DCE-B64C-82A61609F971,96F47ED2-0476-4BD6-AEF8-8BA2254F9FAF,320-4561419-0,2026-02-07,FEDEX_TRADE,F-33993-A,IN,8482786641,49026.04,QUANTITY,81,36,Wrong tariff code selected by broker,Documentation review required,CBP Directive 3550-067,Linked to CORR-3908 (same broker),Customer special order fulfillment,DOCUMENTATION,Amanda Foster,2026-03-07,FALSE,LOW,91,FALSE
8313CD9A-8A6E-487C-88FB-929ECF2F2D8C,4FDE0AF6-7151-4B14-8AE9-10ED2811D0D5,E83964678,2025-08-17,UPS_SCS,R-75336-C,TH,8504461324,16038.05,CVD_FLAG,Y,N,CVD duty should apply per order,Flagged by weekly review process,HTS General Note 3,,Service center inventory,ADD_CVD,Michael Rodriguez,2025-09-12,FALSE,LOW,33,TRUE
DE6E41DC-E876-4F97-AC80-34879CCFD1B3,A8EB1901-3E53-4FB5-A05B-C31E5610847B,E12043401,2025-10-10,DHL_GLOBAL,X-84324-C,CN,8504407323,93794.58,FEE_CODE,85,2,Wrong tariff code selected by broker,Second opinion confirmed correction,19 CFR 152.103,,Engineering sample for R&D,FTA_ELIGIBILITY,Brian Jackson,2025-11-07,TRUE,MEDIUM,105,FALSE
112CEA45-DD70-4732-9B5B-15AF2571C279,A4BCDD9E-180A-4715-A6C3-3F1A778C749C,E15049606,2025-12-03,FEDEX_TRADE,E-49355-D,MX,8479957897,108374.7,DUTY_RATE,75,5,Duty calculation error,Quick fix once identified,19 USC 1401a,"See also: CORR-5782, CORR-6309",Aftermarket parts inventory replenishment,FTA_ELIGIBILITY,Sarah Chen,2025-12-29,FALSE,LOW,42,FALSE
91A45F64-3336-4D1A-BCE1-1574517D0C0F,D2252254-4BF3-4C86-8E5A-7615C41727D8,704-8288419-8,2025-12-26,KUEHNE_NAGEL,X-79137-D,IT,8482958672,5062.3,UNIT_PRICE,74,41,Classification error - product function misidentified,Caught during routine audit,19 CFR 10.411,Linked to CORR-5263 (same broker),Regular import for Cummins engine assembly,DUTY_ADJUSTMENT,Stephanie Moore,2025-12-31,FALSE,LOW,173,FALSE
49DA4A65-0045-40C9-B529-B82A5E087941,1D7A279F-1BA6-49E9-9182-ECE68BD1C09C,E10497687,2025-10-18,UPS_SCS,H-40524-B,JP,7326889071,126631.6,ENTERED_VALUE,1708.42,68139.08,Transaction value calculation error,Verified against GTM database,HTS General Note 3,Similar correction: CORR-8097 (2025-08-07),Aftermarket parts inventory replenishment,VALUATION,Robert Thompson,2025-10-25,FALSE,HIGH,99,FALSE
4C8CA622-6568-4BC6-825F-44A15DB2387C,31747CA4-81B7-4362-929A-07B0A8763975,00498221175,2025-12-07,CEVA,P-68694-D,IN,8483683535,122965.11,FEE_CODE,1,85,HTS correction per technical review,Documentation review required,19 CFR 141.86,"See also: CORR-3557, CORR-6452",High-priority production critical parts,FTA_ELIGIBILITY,Daniel Garcia,2025-12-13,TRUE,LOW,98,FALSE
D222E043-DE78-4EDF-9872-7DBC44E3A944,204D1365-765B-4083-A7AD-12B885BE9059,00690126065,2025-10-06,CEVA,C-61611-D,MX,8482398744,116088.51,UNIT_PRICE,31,34,Classification adjusted based on product specifications,Quick fix once identified,19 USC 1484,"See also: CORR-3844, CORR-1477",Standard inventory restock,VALUATION,Kevin Taylor,2025-10-20,TRUE,MEDIUM,91,TRUE
E0974AC5-D4AE-495B-B9EB-312D2FF3BF69,5064D81B-0290-4CF3-8547-1DDA079AEBD9,00232813434,2025-12-25,FEDEX_TRADE,H-30925-D,KR,8453308902,36400.48,HTS_CODE,8453965342,8413426617,Reclassification based on product composition,Broker training issue perhaps?,19 USC 1484,,Customer special order fulfillment,HTS_CLASSIFICATION,Michelle Brown,2026-01-01,TRUE,HIGH,99,TRUE
83E4B29B-11F4-4A22-8349-0073B53497C9,4D8CBF28-0DC7-4A10-AFB8-27A252363644,374-4392998-5,2025-11-26,UPS_SCS,T-44073-B,MY,8544686620,973.83,UNIT_PRICE,80,64,Tariff code error identified during audit,Documentation was ambiguous - clarified with shipper,19 USC 1484,"Pattern matches CORR-4255, CORR-6640, CORR-9659",Just-in-time delivery for production line,ADD_CVD,Stephanie Moore,2025-12-15,TRUE,HIGH,142,FALSE
63720F23-A237-46E7-ADD2-A6DCCC850972,5CFFB061-D816-4FA1-A795-F0EFE47FA3CF,E11066731,2025-09-02,UPS_SCS,R-42253-B,MY,8482185379,85806.8,FEE_CODE,22,15,Tariff code error identified during audit,Manual review caught the error,19 CFR 10.411,,New product line introduction,DUTY_ADJUSTMENT,Jennifer Walsh,2025-09-29,FALSE,HIGH,35,TRUE
ADA5B58F-0FAC-4DE6-858F-1D6E8A0164B1,A8473766-6A36-4587-B947-E872D605A7F1,E17765077,2026-02-03,FEDEX_TRADE,F-21435-D,KR,7326367680,7568.25,ADD_FLAG,N,Y,ADD rate updated per Commerce determination,Needed research to confirm,CBP Directive 3550-067,,High-priority production critical parts,ADD_CVD,Michael Rodriguez,2026-02-08,FALSE,HIGH,178,TRUE
32C5F082-2E4C-4B6F-9E98-42FD2A519796,395CB902-4A79-4CB5-AF90-EE4275352AAF,E34112397,2025-12-11,KUEHNE_NAGEL,M-94696-A,TW,8504578652,122186.09,UNIT_PRICE,15,38,Updated classification per CBP guidance,Documentation review required,19 CFR 152.103,Related pattern in CORR-8986,Service center inventory,DUTY_ADJUSTMENT,Emily Davis,2026-01-06,FALSE,HIGH,84,FALSE
2304949A-5D89-4CB5-A823-6B839BB7DFA3,C01A411E-EA03-4B38-BFD2-65A401D3680C,00134867849,2025-12-24,CEVA,F-99160-B,KR,7326475175,11021.41,HTS_CODE,8544767917,8483895051,Classification adjusted based on product specifications,Standard correction - nothing unusual,19 USC 1484,,Standard inventory restock,HTS_CLASSIFICATION,Emily Davis,2026-01-17,TRUE,MEDIUM,139,FALSE
E4E91429-6ABE-43D8-8ED3-DD41FC239040,722AEA02-382B-4885-942F-9EF86B60B0B7,00845516165,2025-11-24,DHL_GLOBAL,F-54662-C,IN,8481309636,141126.13,CVD_FLAG,N,Y,CVD rate correction per Commerce review,Verified against GTM database,19 USC 1484,"Pattern matches CORR-2113, CORR-7912, CORR-4715",Regular import for Cummins engine assembly,ADD_CVD,Michael Rodriguez,2025-12-15,TRUE,LOW,108,FALSE
0E285149-1A26-4FF0-9CBC-C85218AE978A,9F06582B-C2D2-4B75-B881-32C40E8B799D,E57309301,2025-11-21,CEVA,C-31072-D,VN,8413687087,77544.28,UNIT_PRICE,29,17,HTS subheading incorrect - corrected per GRI,Quick fix once identified,19 CFR 152.103,Similar correction: CORR-8095 (2025-10-06),High-priority production critical parts,DUTY_ADJUSTMENT,Christopher Lee,2025-11-28,TRUE,HIGH,143,FALSE
B2024039-52F3-4755-88B9-DD261140BCE0,F4E58FA6-5EC7-48C1-871A-AB0CB2126A5B,E58329069,2026-01-23,DHL_GLOBAL,C-38466-A,IN,8413793667,9993.83,DUTY_RATE,3,41,Rate should reflect current HTS,Random sample audit finding,HTS General Note 3,"Pattern matches CORR-5551, CORR-6698, CORR-9046",Service center inventory,DOCUMENTATION,Amanda Foster,2026-02-03,FALSE,MEDIUM,38,TRUE
AE68ACA2-7500-4261-B996-AD9BB0733D18,A4C00370-CA07-401D-AF4B-BFA48A81C87E,00893582479,2025-09-15,KUEHNE_NAGEL,E-87513-B,CN,8501810793,2610.01,FEE_CODE,14,63,HTS subheading incorrect - corrected per GRI,Random sample audit finding,19 CFR 10.411,Similar correction: CORR-6208 (2025-07-08),Regular import for Cummins engine assembly,VALUATION,Kevin Taylor,2025-10-05,FALSE,LOW,92,TRUE
A26A6D01-19E0-4179-B435-383B6EF9D2EB,D86AF006-5832-4FF5-8188-809AC039F793,E78355994,2026-01-14,CEVA,T-14534-B,DE,8413898833,19717.95,DUTY_RATE,28,39,Preferential rate applies,Manual review caught the error,19 CFR 141.86,,Standard inventory restock,DUTY_ADJUSTMENT,Emily Davis,2026-01-31,TRUE,HIGH,121,TRUE
CD04BC6D-188E-47E8-A82C-B42DA469D0F7,309D3359-0DD4-48EB-94B5-C0452A9C356C,447-1452338-1,2026-01-24,UPS_SCS,T-49500-B,JP,8482394236,48370.22,CVD_FLAG,Y,N,CVD not applicable - origin exempt,Caught during routine audit,19 CFR 152.103,Linked to CORR-8533 (same broker),New product line introduction,ADD_CVD,Christopher Lee,2026-01-25,FALSE,MEDIUM,55,TRUE
D0DC6F09-CF38-48AD-BA17-946215A26B8F,962AEB20-53A7-42E4-93F6-E9CED020067A,864-2265729-6,2025-09-10,FEDEX_TRADE,M-78300-C,JP,8481852128,143192.34,QUANTITY,8,64,HTS correction per technical review,Manual review caught the error,19 CFR 152.103,,Aftermarket parts inventory replenishment,DOCUMENTATION,Emily Davis,2025-09-27,FALSE,MEDIUM,20,TRUE
3EF59734-0E49-4E6C-8B8B-66D1258588FC,8B004E08-7B91-44D8-AA77-C536180E813B,00422806986,2025-10-28,CEVA,F-67947-B,IN,8481386882,128537.32,DUTY_RATE,18,66,Duty calculation error,System should have caught this,CBP Trade Facilitation Guidelines,,Just-in-time delivery for production line,SPLIT_LINE,Robert Thompson,2025-11-07,FALSE,HIGH,101,FALSE
87C29304-7FE4-4EF7-95B8-2908BACFAD88,B3CF61A0-A2A8-42AB-AE05-A5001C11A4C0,E37906115,2025-09-17,FEDEX_TRADE,F-57445-C,VN,8481640887,122998.35,DUTY_RATE,53,63,Standard rate incorrectly used,Verified against GTM database,19 CFR 152.103,Linked to CORR-2273 (same broker),High-priority production critical parts,ADD_CVD,Robert Thompson,2025-10-01,TRUE,HIGH,52,FALSE
FE9D58C7-2614-4523-A0EE-717F0D058BCD,2A14020A-3D41-4FE6-BE72-0DB4476EDB8C,663-5223671-5,2025-12-31,FEDEX_TRADE,S-86517-D,VN,8481162174,95774.04,DUTY_RATE,62,54,Rate should reflect current HTS,Flagged by weekly review process,19 CFR 152.103,Linked to CORR-7700 (same broker),Service center inventory,VALUATION,Michael Rodriguez,2026-01-26,TRUE,HIGH,119,FALSE
5B901179-C207-4A5B-972D-44E4311F00D9,8F54D27D-3B97-4039-962D-3B5FDD76A029,00511170868,2026-02-25,UPS_SCS,H-34982-D,KR,8483299560,66896.15,PREFERENTIAL,USMCA,KORUS,FTA preference incorrectly claimed,Caught during routine audit,19 USC 1484,"See also: CORR-7797, CORR-5060",Warranty replacement parts shipment,FTA_ELIGIBILITY,Robert Thompson,2026-03-02,TRUE,HIGH,138,TRUE
9674C825-E9F8-4D6F-B3A3-386F451FE51D,4F69584A-1338-4342-9C1C-47266A07D0FB,E38306109,2025-10-24,CEVA,P-89389-C,IT,8482192738,58322.26,ENTERED_VALUE,8584.9,23559.71,Transaction value calculation error,Caught during routine audit,CBP Directive 3550-067,Related pattern in CORR-2420,Just-in-time delivery for production line,VALUATION,David Kim,2025-11-06,FALSE,MEDIUM,30,FALSE
9F87C67D-C2A0-4E6E-BADC-232848FC40C2,7CC3DBE4-D2E8-4676-B4C0-B829CFBC7FE1,444-5862481-0,2026-01-01,UPS_SCS,S-88097-B,VN,8544315940,3488.2,UNIT_PRICE,51,96,Updated classification per CBP guidance,Flagged by weekly review process,HTS General Note 3,,Warranty replacement parts shipment,VALUATION,David Kim,2026-01-10,TRUE,MEDIUM,17,FALSE
C9788376-637F-478E-BD52-4D78E9036177,EB7B3438-B045-43F2-8D53-11F139C393C9,E53876385,2025-09-08,CEVA,S-17803-C,GB,8414549341,72250.62,ADD_FLAG,N,Y,ADD calculation error corrected,Manual review caught the error,HTS General Note 3,"Pattern matches CORR-7746, CORR-2843, CORR-9963",Regular import for Cummins engine assembly,ADD_CVD,Brian Jackson,2025-09-27,FALSE,LOW,50,FALSE
